"Date: 2024-11-10+0000"
"Version: 7.1"
"Status: 
0 Normal
1 Completed
2 Archived"
"Folder Name","List Name","Title","Kind","Tags","Content","Is Check list","Start Date","Due Date","Reminder","Repeat","Priority","Status","Created Time","Completed Time","Order","Timezone","Is All Day","Is Floating","Column Name","Column Order","View Mode","taskId","parentId"
"Sailing","Star Sailors","Log new sprint","TEXT","Star-Sailors, Sprints","","N","2024-06-23T15:30:00+0000","2024-06-23T15:30:00+0000","PT0S","","0","2","2024-06-23T13:25:14+0000","2024-06-23T15:12:31+0000","-4611686018458419200","Europe/Warsaw","false","false","Done","-288230376151678976","kanban","281",""
"Sailing","Star Sailors","Close UI sprint","TEXT","Star-Sailors, Sprints","","N","2024-06-23T15:30:00+0000","2024-06-23T15:30:00+0000","PT0S","","0","2","2024-06-23T13:25:03+0000","2024-06-23T15:12:32+0000","-4611686018457370624","Europe/Warsaw","false","false","Done","-288230376151678976","kanban","282",""
"Sailing","Star Sailors","Buildspace setup","TEXT","Star-Sailors, Progress, Talon","","N","2024-06-23T16:00:00+0000","2024-06-23T16:00:00+0000","PT0S","","0","2","2024-06-23T08:00:57+0000","2024-06-23T16:36:36+0000","-4611686018456322048","Europe/Warsaw","false","false","Blocked . Icebox","-2305843009213431808","kanban","283",""
"Sailing","Star Sailors","Add Supabase to Flask API","TEXT","Star-Sailors, flask","","N","2024-06-22T22:00:00+0000","2024-06-22T22:00:00+0000","","","0","2","2024-06-22T21:51:39+0000","2024-06-23T20:47:05+0000","-4611686018455273472","Europe/Warsaw","true","false","Done","-288230376151678976","kanban","284",""
"Sailing","Star Sailors","Start CPW & GP sprints, one board","TEXT","Star-Sailors, Sprints","","N","2024-09-07T11:00:00+0000","2024-09-07T11:00:00+0000","PT0S","","0","2","2024-06-22T21:44:30+0000","2024-09-20T04:20:12+0000","-4611686018454224896","Europe/Berlin","false","false","In Progress","-1152921504606715904","kanban","285",""
"Sailing","Star Sailors","Go through old flask files & tree","TEXT","Star-Sailors, api, flask","","N","2024-06-25T22:00:00+0000","2024-06-25T22:00:00+0000","","","0","2","2024-06-22T20:46:22+0000","2024-06-26T21:08:26+0000","-4611686018453176320","Europe/Warsaw","true","false","Done","-288230376151678976","kanban","286",""
"Sailing","Star Sailors","Use v0.dev to come up with a standard structure design","TEXT","Structures, Star-Sailors","","N","2024-07-02T21:00:00+0000","2024-07-02T21:00:00+0000","","","0","2","2024-06-21T20:09:11+0000","2024-07-04T06:22:24+0000","-4611686018452127744","Europe/Warsaw","true","false","Done","-288230376151678976","kanban","287",""
"Sailing","Star Sailors","Create plan for GP & CPW board sprints & backlog","TEXT","Star-Sailors, Sprints","","N","2024-06-21T22:00:00+0000","2024-06-21T22:00:00+0000","","","0","2","2024-06-16T11:49:23+0000","2024-06-22T21:49:33+0000","-4611686018451079168","Europe/Warsaw","true","false","Done","-288230376151678976","kanban","288",""
"Sailing","Star Sailors","Create one classification mission UI improvement/day plan (put this into new sprint info)","TEXT","Star-Sailors, Sprints","Today:1. Draw pipeline (maybe with help of v0.dev), get gpt to streamline the process (combining components?)2. Insert a transition between navigating between planets (and a clear distinction between different setting types, as some settings may exist on the same planets (e.g. sectors)), and insert an instruction once the user has completed their first two mission [group]s to jump into their spaceship (29) and visit another setting4. User toolbar for general classifications5. Draw a design for the new index route (including how we go from the index route to the mission area), and then navigate users back to it once they finish a mission group.Let's just make the tooltip thing on the index route, based on completed missions. Separate layout based on the missions completedDone:3. Customise rewards from automatons","N","2024-06-18T22:00:00+0000","2024-06-18T22:00:00+0000","P0DT9H30M0S
P0DT9H0M0S","","0","2","2024-06-15T17:24:24+0000","2024-06-21T17:30:58+0000","-4611686018450030592","Europe/Warsaw","true","false","In Review","-576460752303357952","kanban","289",""
"Sailing","Star Sailors","Build camera receiver structure module","TEXT","Missions, Star-Sailors, Sprints","","N","2024-06-13T22:00:00+0000","2024-06-13T22:00:00+0000","","","0","2","2024-06-13T22:19:51+0000","2024-06-14T19:02:34+0000","-4611686018448982016","Europe/Warsaw","true","false","Done","-288230376151678976","kanban","290",""
"Sailing","Star Sailors","T4 Supabase?","TEXT","Star-Sailors","","N","2024-06-16T22:00:00+0000","2024-06-16T22:00:00+0000","","","0","2","2024-06-12T21:24:58+0000","2024-06-21T17:09:14+0000","-4611686018447933440","Europe/Warsaw","true","false","Blocked . Icebox","-2305843009213431808","kanban","291",""
"Sailing","Star Sailors","Set up ORM + Local Supabase","TEXT","Star-Sailors","","N","2024-06-16T22:00:00+0000","2024-06-16T22:00:00+0000","","","0","2","2024-06-12T21:20:06+0000","2024-06-18T00:01:33+0000","-4611686018446884864","Europe/Warsaw","true","false","Blocked . Icebox","-2305843009213431808","kanban","292",""
"Sailing","Star Sailors","Complete meteorology tool & classification (mission 3)","TEXT","Missions, Star-Sailors, Sprints","","N","2024-06-10T22:00:00+0000","2024-06-10T22:00:00+0000","","","0","2","2024-06-11T07:02:24+0000","2024-06-12T20:58:48+0000","-4611686018445836288","Europe/Warsaw","true","false","Done","-288230376151678976","kanban","293",""
"Sailing","Star Sailors","Get proposal of business model/ss to Rob/RSV","TEXT","Funding, Star-Sailors","","N","2024-06-13T22:00:00+0000","2024-06-13T22:00:00+0000","","","0","2","2024-06-12T08:31:08+0000","2024-06-16T13:33:30+0000","-43319297","Europe/Warsaw","true","false","Done","-288230376151678976","kanban","294",""
"Sailing","Star Sailors","Tiny Space Program Panel/UI on background, side-scrollable experiment","TEXT","Star-Sailors","","N","2024-08-06T15:00:00+0000","2024-08-06T15:00:00+0000","PT0S","","0","2","2024-06-11T21:56:48+0000","2024-08-13T03:24:52+0000","-43253761","Europe/Berlin","false","false","Blocked . Icebox","-2305843009213431808","kanban","295",""
"Sailing","Star Sailors","Initialise mission updates in inventory actions","TEXT","Missions, Star-Sailors, Sprints","","N","2024-06-14T22:00:00+0000","2024-06-14T22:00:00+0000","","","0","2","2024-06-11T21:07:36+0000","2024-06-15T22:31:05+0000","-42205185","Europe/Warsaw","true","false","Done","-288230376151678976","kanban","296",""
"Sailing","Star Sailors","Add a timer like in TSP for generating resources","TEXT","","","N","","","","","0","2","2024-06-11T19:26:47+0000","2024-10-18T04:48:05+0000","-41156609","Europe/Zurich","false","false","To check","-432345564227518464","kanban","297",""
"Sailing","Star Sailors","Identify other board cleanups required to finish sprints across CPW, GP, SGV2","TEXT","Missions, Star-Sailors, Sprints","","N","2024-06-22T21:30:00+0000","2024-06-22T21:30:00+0000","PT0S","","0","2","2024-06-11T07:07:19+0000","2024-06-22T21:44:09+0000","-41091073","Europe/Warsaw","false","false","Done","-288230376151678976","kanban","298",""
"Sailing","Star Sailors","Full surveyor tool module","TEXT","Missions, Star-Sailors, Sprints","","N","2024-06-13T22:00:00+0000","2024-06-13T22:00:00+0000","","","0","2","2024-06-11T07:06:59+0000","2024-06-15T21:09:52+0000","-40042497","Europe/Warsaw","true","false","Done","-288230376151678976","kanban","299",""
"Sailing","Star Sailors","Expanding observatory & camera classification/scope narrative point","TEXT","Missions, Star-Sailors, Sprints","","N","2024-06-13T22:00:00+0000","2024-06-13T22:00:00+0000","","","0","2","2024-06-11T07:06:38+0000","2024-06-15T17:24:36+0000","-38993921","Europe/Warsaw","true","false","Done","-288230376151678976","kanban","300",""
"Sailing","Star Sailors","Build automaton upgrade station & camera module","TEXT","Missions, Star-Sailors, Sprints","","N","2024-06-10T22:00:00+0000","2024-06-10T22:00:00+0000","","","0","2","2024-06-11T07:03:33+0000","2024-06-13T22:19:34+0000","-37945345","Europe/Warsaw","true","false","Done","-288230376151678976","kanban","301",""
"Sailing","Star Sailors","Finish component for Mining Station","TEXT","Missions, Star-Sailors, Sprints","","N","2024-06-10T22:00:00+0000","2024-06-10T22:00:00+0000","","","0","2","2024-06-11T07:01:34+0000","2024-06-11T21:37:30+0000","-35848193","Europe/Warsaw","true","false","Done","-288230376151678976","kanban","302",""
"Sailing","Star Sailors","Investigate new boards for different components (not just for ""frontend"" ""backend"")","TEXT","Confluence, Star-Sailors, Sprints","","N","2024-08-29T11:00:00+0000","2024-08-29T11:00:00+0000","PT0S","","0","2","2024-06-10T15:00:06+0000","2024-09-20T04:20:11+0000","-34799617","Europe/Berlin","false","false","In Progress","-1152921504606715904","kanban","303",""
"Sailing","Star Sailors","Come up with some creative things (maybe API could be considered cleanup) for next week's sprint","TEXT","Star-Sailors, Sprints","","N","2024-06-21T22:00:00+0000","2024-06-21T22:00:00+0000","","","0","2","2024-06-10T14:58:01+0000","2024-06-22T20:27:32+0000","-33751041","Europe/Warsaw","true","false","Done","-288230376151678976","kanban","304",""
"Sailing","Star Sailors","Create standalone Wasp app for feed exploration. Will have deeplink into main client for PWA support","TEXT","Star-Sailors, nodejs","","N","2024-06-09T22:00:00+0000","2024-06-09T22:00:00+0000","","","0","2","2024-06-09T22:42:58+0000","2024-06-12T20:59:06+0000","-32702465","Europe/Warsaw","true","false","Blocked . Icebox","-2305843009213431808","kanban","305",""
"Sailing","Star Sailors","We can use https://cdn.cloud.scenario.com/assets-transform/asset_v1XA5UzDzPNKnrz8NNPYecX7?p=100&Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9jZG4uY2xvdWQuc2NlbmFyaW8uY29tL2Fzc2V0cy10cmFuc2Zvcm0vYXNzZXRfdjFYQTVVekR6UE5LbnJ6OE5OUFllY1g3P3A9MTAwKiIsIkNvbmRpdGlvbiI6eyJEYXRlTGVzc1RoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTcxOTAxNDM5OX19fV19&Key-Pair-Id=K36FIAB9LE2OLR&Signature=KrOPU~ZdRpYm7U0TxgBkETGI5NjX7FEhFHAoTw40IvEekLgWdICBwspOg-pCSiV5uVkvWqalaQF075hyuv6qBv8~ILCHiQTMh8ssOYr1yo~q1Dp2el8Td~lvlvy2rvNybBybeDvrIVtFqvABtwuGcWj9CA0ZDUf1MU2kqnkaVbcMhX4QDTe2Rl0Gr00Ad7vCLrkKoiWaTIofcgGt0pwYkDrKKZ59EcccADaWSTC3ex-7kX6QAyUJEbqRIlHEGawBQguTZOcsdZzPJx3OF~B08VuI1l8IFanIguVZV-frSCzFNEJBI3fL61d0Ml-6nbElc~lh9VEF9TP8i-93~VhqaA__ for structure icons #Star-Sailors","TEXT","Star-Sailors","","N","","","","","0","2","2024-06-09T21:09:59+0000","2024-06-22T21:50:05+0000","-31653889","Europe/Warsaw","false","false","In Progress","-1152921504606715904","kanban","306",""
"Sailing","Star Sailors","Figure out the mechanic to put missions into the main UI","TEXT","Star-Sailors","","N","","","","","0","2","2024-06-09T07:25:37+0000","2024-06-22T20:27:22+0000","-30605313","Europe/Warsaw","false","false","Done","-288230376151678976","kanban","307",""
"Sailing","Star Sailors","Could we have some sort of card collecting mechanic?","TEXT","Star-Sailors","","N","","","","","0","2","2024-06-09T06:59:48+0000","2024-06-11T07:05:07+0000","-30539777","Europe/Warsaw","false","false","In Review","-576460752303357952","kanban","308",""
"Sailing","Star Sailors","Go through second mission group and make some updates","TEXT","Missions, Star-Sailors, Sprints","","N","2024-06-07T22:00:00+0000","2024-06-07T22:00:00+0000","","","0","2","2024-06-07T20:59:56+0000","2024-06-08T21:07:55+0000","-30474241","Europe/Warsaw","true","false","Done","-288230376151678976","kanban","309",""
"Sailing","Star Sailors","Identify/tickets & move around for https://signalk.atlassian.net/jira/software/projects/GP/boards/2","TEXT","Missions, Star-Sailors, Progress, Sprints","Additionally, https://signalk.atlassian.net/jira/software/projects/CPW/boards/1","N","2024-06-07T22:00:00+0000","2024-06-07T22:00:00+0000","","","0","2","2024-06-07T15:50:15+0000","2024-06-08T21:08:02+0000","-29425665","Europe/Warsaw","true","false","In Review","-576460752303357952","kanban","310",""
"Sailing","Star Sailors","Go over updates & to-dos in confluence & current sprint","TEXT","Missions, Star-Sailors, Sprints","","N","2024-06-06T22:00:00+0000","2024-06-06T22:00:00+0000","","","0","2","2024-06-07T14:59:59+0000","2024-06-07T15:45:23+0000","-28377089","Europe/Warsaw","true","false","Done","-288230376151678976","kanban","311",""
"Sailing","Star Sailors","Go through notes into jira tickets","TEXT","Star-Sailors, Sprints","","N","2024-06-06T22:00:00+0000","2024-06-06T22:00:00+0000","","","0","2","2024-06-06T18:12:48+0000","2024-06-08T21:12:28+0000","-27328513","Europe/Warsaw","true","false","Done","-288230376151678976","kanban","312",""
"Sailing","Star Sailors","Checksum -> block certain actions/components if missions are incomplete","TEXT","Missions, Star-Sailors","","N","2024-06-06T22:00:00+0000","2024-06-06T22:00:00+0000","","","0","2","2024-06-06T16:06:57+0000","2024-06-07T15:45:32+0000","-26279937","Europe/Warsaw","true","false","Done","-288230376151678976","kanban","313",""
"Sailing","Star Sailors","Procedural universe","TEXT","Assets, Star-Sailors, Progress","","N","2024-06-21T22:00:00+0000","2024-06-21T22:00:00+0000","","","0","2","2024-06-06T07:48:12+0000","2024-06-22T22:01:26+0000","-25231361","Europe/Warsaw","true","false","Blocked . Icebox","-2305843009213431808","kanban","314",""
"Sailing","Star Sailors","Answer questions from notebook","TEXT","Star-Sailors","","N","2024-06-07T06:30:00+0000","2024-06-07T06:30:00+0000","PT0S","","0","2","2024-06-05T22:06:38+0000","2024-06-06T13:27:12+0000","-25165825","Europe/Warsaw","false","false","Done","-288230376151678976","kanban","315",""
"Sailing","Star Sailors","Create component to show all missions & completed status","TEXT","Missions, Star-Sailors","","N","2024-06-13T22:00:00+0000","2024-06-13T22:00:00+0000","","","0","2","2024-06-05T21:31:55+0000","2024-06-15T22:31:11+0000","-24117249","Europe/Warsaw","true","false","Done","-288230376151678976","kanban","316",""
"Sailing","Star Sailors","Add a flask app into the starsailors folder for sytizen repo; will handle classification calculations & data filling","TEXT","Database, Star-Sailors, flask","","N","2024-06-08T22:00:00+0000","2024-06-08T22:00:00+0000","","","0","2","2024-06-05T21:16:49+0000","2024-06-09T21:57:56+0000","-23068673","Europe/Warsaw","true","false","Blocked . Icebox","-2305843009213431808","kanban","317",""
"Sailing","Star Sailors","Complete mission 1 SGV2-42","TEXT","Database, Missions, Star-Sailors","","N","2025-02-03T23:00:00+0000","2025-02-03T23:00:00+0000","","","0","2","2024-06-05T13:40:27+0000","2024-06-05T13:40:29+0000","-22020097","Europe/Warsaw","true","false","Done","-288230376151678976","kanban","318",""
"Sailing","Star Sailors","Search through Zooniverse to get data points for `basePlanets`","TEXT","Star-Sailors","","N","2024-06-22T22:00:00+0000","2024-06-22T22:00:00+0000","","","0","2","2024-06-05T04:24:26+0000","2024-06-23T20:40:32+0000","-20971521","Europe/Warsaw","true","false","Done","-288230376151678976","kanban","319",""
"Sailing","Star Sailors","Mission 4 -> Create structure. Create dedicated component pathway (used by tracking missions) #Star-Sailors","TEXT","Missions, Structures","","N","2024-06-04T22:00:00+0000","2024-06-04T22:00:00+0000","","","0","2","2024-06-05T04:21:23+0000","2024-06-07T14:59:16+0000","-19922945","Europe/Warsaw","true","false","Done","-288230376151678976","kanban","320",""
"Sailing","Star Sailors","Mission 3 -> Visit planet & deploy automaton","TEXT","Missions, Structures, Star-Sailors, Sprints","","N","2024-06-04T22:00:00+0000","2024-06-04T22:00:00+0000","","","0","2","2024-06-05T04:20:02+0000","2024-06-06T16:43:07+0000","-18874369","Europe/Warsaw","true","false","Done","-288230376151678976","kanban","321",""
"Sailing","Star Sailors","Create missions API route & set up write actions","TEXT","Missions, Structures, Star-Sailors","","N","2024-06-04T22:00:00+0000","2024-06-04T22:00:00+0000","","","0","2","2024-06-05T04:19:15+0000","2024-06-05T13:40:05+0000","-17825793","Europe/Warsaw","true","false","Done","-288230376151678976","kanban","322",""
"Sailing","Star Sailors","Profile Card","TEXT","Database, Missions, Star-Sailors","","N","2024-06-03T22:00:00+0000","2024-06-03T22:00:00+0000","","","0","2","2024-06-04T18:29:31+0000","2024-06-05T04:23:15+0000","-16777217","Europe/Warsaw","true","false","Done","-288230376151678976","kanban","323",""
"Sailing","Star Sailors","Update global state","TEXT","Database, Star-Sailors, Sprints","I think we need to go into the database setup and have a difference between location and collectede.g. Home location vs Work, where you are currently, where you’ve been, etcMaybe a table for your location history?sort of like locationUSERS under  the old model","N","2024-06-08T22:00:00+0000","2024-06-08T22:00:00+0000","","","0","2","2024-06-04T16:09:45+0000","2024-06-09T21:57:12+0000","-15728641","Europe/Warsaw","true","false","Done","-288230376151678976","kanban","324",""
"Sailing","Star Sailors","GPT postgres table question","TEXT","","I'm currently using NextJS, Flask, & Supabase for my productVercel for deploymentHow many tables is too many to have in Supabase for a nextjs project?If I have 100 tables, each with at least 1 foreign key, will that be too much?What about 20?I'm on the Supabase pro plan","N","2024-06-04T22:00:00+0000","2024-06-04T22:00:00+0000","","","0","2","2024-06-04T15:58:40+0000","2024-06-05T12:44:09+0000","-14680065","Europe/Warsaw","true","false","Done","-288230376151678976","kanban","325",""
"Sailing","Star Sailors","Go through threads & other post panels","TEXT","Components, Star-Sailors","Gridcomment, etc: https://signalk.atlassian.net/wiki/spaces/SSV/pages/15925251/Component+report","N","2024-06-02T22:00:00+0000","2024-06-02T22:00:00+0000","","","0","2","2024-06-03T19:13:31+0000","2024-06-04T16:09:10+0000","-13631489","Europe/Warsaw","true","false","Done","-288230376151678976","kanban","326",""
"Sailing","Star Sailors","Sliding panel - mission page","TEXT","Missions, Star-Sailors","","N","2024-06-02T22:00:00+0000","2024-06-02T22:00:00+0000","","","0","2","2024-06-03T18:20:10+0000","2024-06-03T18:43:11+0000","-12582913","Europe/Warsaw","true","false","Done","-288230376151678976","kanban","327",""
"Sailing","Star Sailors","Review sprint & plan out new one","TEXT","Star-Sailors, Progress, Sprints","https://signalk.atlassian.net/wiki/pages/viewpage.action?pageId=17236032","N","2024-06-03T22:00:00+0000","2024-06-03T22:00:00+0000","","","0","2","2024-06-02T17:06:25+0000","2024-06-04T17:21:45+0000","-11534337","Europe/Warsaw","true","false","Done","-288230376151678976","kanban","328",""
"Sailing","Star Sailors","Look into rendering markdown/rich text in Supabase","TEXT","Components, Structures, Star-Sailors","","N","2024-06-01T22:00:00+0000","2024-06-01T22:00:00+0000","","","0","2","2024-06-02T16:55:45+0000","2024-06-02T16:55:47+0000","-10485761","Europe/Warsaw","true","false","Done","-288230376151678976","kanban","329",""
"Sailing","Star Sailors","Go over ""components to-do"" and create tickets referencing each mission (mission group 1)","TEXT","Components, Star-Sailors, Sprints","","N","2024-06-01T22:00:00+0000","2024-06-01T22:00:00+0000","","","0","2","2024-06-01T19:02:29+0000","2024-06-02T17:20:20+0000","-9437185","Europe/Warsaw","true","false","Done","-288230376151678976","kanban","330",""
"Sailing","Star Sailors","Update signal-k/sytizen repo with supabase schemas","TEXT","Database, Star-Sailors","","N","","","","","0","2","2024-06-01T08:15:45+0000","2024-06-01T19:12:28+0000","-8388609","Europe/Warsaw","false","false","Done","-288230376151678976","kanban","331",""
"Sailing","Star Sailors","Create tickets in Jira from TickTick","TEXT","Star-Sailors, Sprints, Talon","","N","2024-05-31T22:00:00+0000","2024-05-31T22:00:00+0000","","","0","2","2024-05-31T21:34:21+0000","2024-06-03T18:48:25+0000","-7340033","Europe/Berlin","true","false","Done","-288230376151678976","kanban","332",""
"Sailing","Star Sailors","Start Mission Group 1 components","TEXT","Components, Missions, Structures, Star-Sailors","","N","2024-05-30T22:00:00+0000","2024-05-30T22:00:00+0000","","","0","2","2024-05-31T21:33:30+0000","2024-06-01T19:12:25+0000","-6291457","Europe/Berlin","true","false","Done","-288230376151678976","kanban","333",""
"Sailing","Star Sailors","Create a tech tree component","TEXT","Structures, Star-Sailors","Shows the progression of each stageSort of like a pipelineAllows the creation of all structuresShows structures that have been built on `activePlanet`Allows to ""click through"" to the structure","N","2024-06-02T22:00:00+0000","2024-06-02T22:00:00+0000","","","0","2","2024-05-31T21:00:44+0000","2024-06-03T08:12:58+0000","-5242881","Europe/Berlin","true","false","Done","-288230376151678976","kanban","334",""
"Sailing","Star Sailors","Finish structure list for V2.0","TEXT","Structures, Star-Sailors","","N","2024-08-06T11:00:00+0000","2024-08-06T11:00:00+0000","PT0S","","0","2","2024-05-31T21:00:12+0000","2024-08-13T03:22:06+0000","-4194305","Europe/Warsaw","false","false","In Review","-576460752303357952","kanban","335",""
"Sailing","Star Sailors","Make a list of components that will be updated (CPW-16?)","TEXT","Components, Star-Sailors","E.g. things like the Classification Form or the Control PanelsAlso include the reason/what will be updated. e.g.1. Classification form needs improved styling (frontend), we need more clarity on the overlay (frontend), and we need to include metadata for each post (content). Plus, we also want to explore Lens Protocol/Farcaster integrations.2. Control Panels -> there's only a limited set of interactions right now, so we will want to add components like a command bar (Frontend/Structure logic)","N","2024-05-31T22:00:00+0000","2024-05-31T22:00:00+0000","","","0","2","2024-05-31T20:46:35+0000","2024-06-01T19:12:18+0000","-3145729","Europe/Berlin","true","false","Done","-288230376151678976","kanban","336",""
"Sailing","Star Sailors","Create a document in Confluence for each category of gameplay components","TEXT","Components, Confluence, Star-Sailors","e.g.1. Structure2. Automaton3. Overlay (general UI, not context/content)4. Classification5. Page6. MissionCreate it in the ""Visuals "" space for now, but tag the other spaces.Then write down what we have vs what we need (for the 10 step plan) for each component type.","N","2024-06-09T22:00:00+0000","2024-06-09T22:00:00+0000","","","0","2","2024-05-31T20:35:56+0000","2024-06-07T21:07:21+0000","-2097153","Europe/Berlin","true","false","Done","-288230376151678976","kanban","337",""
"Sailing","Star Sailors","Add tickets from GP & CPW boards to the new sprint","TEXT","Star-Sailors, Sprints","","N","2024-05-31T22:00:00+0000","2024-05-31T22:00:00+0000","","","0","2","2024-05-31T20:33:51+0000","2024-06-01T19:12:13+0000","-1048577","Europe/Berlin","true","false","Done","-288230376151678976","kanban","338",""
"Sailing","Star Sailors","Get GPT to review open Jira tickets, components, and plan out daily goals","TEXT","Star-Sailors, Sprints, Talon","","N","2024-05-31T22:00:00+0000","2024-05-31T22:00:00+0000","","","0","2","2024-05-31T17:44:19+0000","2024-06-06T10:01:10+0000","-1","Europe/Berlin","true","false","Blocked . Icebox","-2305843009213431808","kanban","339",""
"","Inbox","I owe 30 minutes","TEXT","","","N","2024-10-04T23:00:00+0000","2024-10-04T23:00:00+0000","PT0S","","0","2","2024-10-04T16:02:42+0000","2024-10-05T00:34:03+0000","-1099514642432","Australia/Perth","false","false",,,"list","340",""
"","Inbox","Total Drama Race, Death in Paradise","TEXT","","","N","2024-08-06T13:00:00+0000","2024-08-06T13:00:00+0000","PT0S","","0","2","2024-08-04T11:28:09+0000","2024-08-13T03:24:34+0000","-1099514576896","Australia/Perth","false","false",,,"list","341",""
"","Inbox","Design api route, order of operations and design with v0.dev for post cards","TEXT","Star-Sailors, Progress, api, Tutorial, flask, Classification","","N","2024-08-05T17:00:00+0000","2024-08-05T17:00:00+0000","PT0S","","5","2","2024-07-16T15:33:36+0000","2024-08-13T03:19:49+0000","-1099514511360","Europe/Zurich","false","false",,,"list","342",""
"","Inbox","Remove everything from TickTick, write down on paper, move away, plan out, properly organise, widgets, insert back in","TEXT","Star-Sailors, Progress","","N","2024-08-06T13:00:00+0000","2024-08-06T13:00:00+0000","PT0S","","5","2","2024-07-10T22:02:28+0000","2024-08-13T03:22:09+0000","-1099514445824","Australia/Perth","false","false",,,"list","343",""
"","Inbox","Draw design for blog with elixir/go","TEXT","","","N","2024-07-11T22:00:00+0000","2024-07-11T22:00:00+0000","","","0","2","2024-06-30T22:00:24+0000","2024-07-15T09:32:41+0000","-1099514380288","Europe/Zurich","true","false",,,"list","344",""
"","Inbox","Buy one game per fortnight from play pass","TEXT","","","N","","","","","0","0","2024-06-29T18:33:25+0000","","-1099514314752","Europe/Berlin","false","false",,,"list","345",""
"","Inbox","New layout (and section for all other apps) for android, inspired by ios","TEXT","","Nice layout that highlights android capabilities including ssh and unique layout stuff but still is minimal and ordered","N","","","","","0","0","2024-06-29T14:04:50+0000","","-1099514249216","Europe/Tallinn","false","false",,,"list","346",""
"","Inbox","R2d2/rover automaton on desk, interact with models and real probes, accessible via smart device aka wearable ","TEXT","","","N","","","","","0","0","2024-06-29T13:32:38+0000","","-1099514183680","Europe/Berlin","false","false",,,"list","347",""
"","Inbox","Add 1 game to cart for every sol of good work","TEXT","","","N","","","","","0","0","2024-06-29T13:32:22+0000","","-1099514118144","Europe/Tallinn","false","false",,,"list","348",""
"","Inbox","","TEXT","gaming","","N","2024-06-28T21:00:00+0000","2024-06-28T21:00:00+0000","","","0","2","2024-06-29T11:30:35+0000","2024-06-29T21:24:55+0000","-1099514052608","Europe/Tallinn","true","false",,,"list","349",""
"","Inbox","Add crashlands to steam","TEXT","gaming","","N","2024-06-28T21:00:00+0000","2024-06-28T21:00:00+0000","","","0","2","2024-06-29T11:30:26+0000","2024-06-30T11:08:58+0000","-1099513987072","Europe/Tallinn","true","false",,,"list","350",""
"","Inbox","Make a web app in obsidian that exports all Jira/Conf ACTIVITY","TEXT","","","N","2024-08-05T16:00:00+0000","2024-08-05T16:00:00+0000","","","0","2","2024-06-27T19:16:36+0000","2024-08-13T05:09:53+0000","-1099513921536","Australia/Perth","true","false",,,"list","351",""
"","Inbox","Play games redeem","TEXT","","","N","2024-06-28T10:00:00+0000","2024-06-28T10:00:00+0000","PT0S","","0","2","2024-06-25T09:04:11+0000","2024-06-28T10:10:00+0000","-1099513856000","Europe/Warsaw","false","false",,,"list","352",""
"","Inbox","Look into budgeting and investments","TEXT","","","N","2024-07-10T22:00:00+0000","2024-07-10T22:00:00+0000","","","0","-1","2024-06-19T12:00:16+0000","2024-07-11T11:51:53+0000","-1099513790464","Europe/Berlin","true","false",,,"list","353",""
"","Inbox","Find a theme like Moonlight, Nord, that's sci-fi, but lighter (not necessarily light mode, but not dark)","TEXT","","","N","2024-08-08T11:00:00+0000","2024-08-08T11:00:00+0000","PT0S","","0","2","2024-06-18T10:14:52+0000","2024-08-29T13:22:23+0000","-1099513724928","Europe/Berlin","false","false",,,"list","354",""
"","Inbox","Draw simple sprites (8*8 or 16*16) for blocks","TEXT","","","N","2024-08-05T16:00:00+0000","2024-08-05T16:00:00+0000","","","0","2","2024-06-15T23:53:55+0000","2024-08-13T05:09:57+0000","-1099512676352","Australia/Perth","true","false",,,"list","355",""
"","Inbox","Welcome to TickTick","TEXT","","You have joined the hundreds of thousands of others who are using TickTick to make life easier. TickTick lets you keep track of your tasks, draw up a schedule, and share projects with anyone around you.TickTick currently supports a number of operating system platforms including iPhone, iPad, Mac App, Windows, Apple Watch, Android phone, Android Wear, Web, Chrome Extension, Chrome App, and Firefox Extension. With these 10 platforms, we believe TickTick can always help you achieve more everyday! ","N","","","","","0","2","2024-05-31T17:35:22+0000","2024-06-03T09:55:20+0000","-1099511627776","Europe/Berlin","false","false",,,"list","356",""
"","Inbox","What can you do with TickTick? ","CHECKLIST","","▫Make check items within tasks.▫Set flexible repeating intervals for recurring tasks. ▫Collaborate on shared lists with your family, friends, and colleagues. ▫Use folder, list, priority, and tag to make tasks more organized. ▫Add tasks and reminder. Never lose track of your to-do list. ▫Subscribe third-party calendars. ","Y","","","","","0","2","2024-05-31T17:35:22+0000","2024-06-03T09:55:21+0000","2199023255552","Europe/Berlin","false","false",,,"list","357",""
